Processing_Date,Input_Directory,Output_Directory,Excel_Files_Created,Total_Crop_Sheets,Status
2025-09-18 12:30:28,C:\Users\prakh\OneDrive\Desktop\Professional\Farmbot\market_csvs,C:\Users\prakh\OneDrive\Desktop\Professional\Farmbot\market_csvs,7,381,Completed Successfully
