state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Bulandshahar,Sikarpur,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,2400,2600,2500
Uttar Pradesh,Bulandshahar,Sikarpur,Pumpkin,Pumpkin,FAQ,18/09/2025,800,1000,900
Uttar Pradesh,Bulandshahar,Sikarpur,Tomato,Deshi,FAQ,18/09/2025,2000,2200,2100
Uttar Pradesh,Etah,Awagarh,Banana - Green,Banana - Green,FAQ,18/09/2025,1200,1500,1400
Uttar Pradesh,Etah,Awagarh,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1200,1400,1300
Uttar Pradesh,Etawah,Etawah,Onion,Red,FAQ,18/09/2025,1300,1500,1450
Uttar Pradesh,Fatehpur,Khaga,Onion,Red,FAQ,18/09/2025,1225,1390,1325
Uttar Pradesh,Hathras,Shadabad,Potato,Desi,FAQ,18/09/2025,700,800,750
Uttar Pradesh,Hathras,Sikandraraau,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,18/09/2025,2310,2380,2325
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Apple,Delicious,Medium,18/09/2025,6810,7010,6910
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,1840,2040,1940
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Green Chilli,Green Chilly,FAQ,18/09/2025,3525,3725,3625
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pomegranate,Pomogranate,Medium,18/09/2025,5720,5920,5820
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Potato,Badshah,FAQ,18/09/2025,930,1130,1030
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Raddish,Raddish,FAQ,18/09/2025,1970,2170,2070
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1900,1960,1930
Uttar Pradesh,Maharajganj,Anandnagar,Apple,Delicious,Medium,18/09/2025,7000,7400,7200
Uttar Pradesh,Maharajganj,Anandnagar,Banana - Green,Banana - Green,FAQ,18/09/2025,1600,2000,1800
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Apple,Delicious,Medium,18/09/2025,7000,7200,7100
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,900,1100,1000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Cauliflower,Cauliflower,FAQ,18/09/2025,900,1100,1000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Ginger(Green),Green Ginger,FAQ,18/09/2025,2800,3000,2900
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Potato,Desi,FAQ,18/09/2025,900,1000,950
Uttar Pradesh,Saharanpur,Gangoh,Green Chilli,Green Chilly,FAQ,18/09/2025,3500,4200,4000
Uttar Pradesh,Shamli,Kairana,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,1200,1300,1250
Uttar Pradesh,Shamli,Kairana,Brinjal,Round/Long,FAQ,18/09/2025,1400,1500,1450
Uttar Pradesh,Shamli,Kairana,Garlic,Garlic,FAQ,18/09/2025,5400,5500,5450
Uttar Pradesh,Shamli,Kairana,Green Chilli,Green Chilly,FAQ,18/09/2025,2100,2200,2150
Uttar Pradesh,Shamli,Kairana,Papaya (Raw),Papaya (Raw),FAQ,18/09/2025,1600,1700,1650
Uttar Pradesh,Shravasti,Payagpur,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,3300,3500,3400
Uttar Pradesh,Shravasti,Payagpur,Tomato,Deshi,FAQ,18/09/2025,1800,2000,1900
Uttrakhand,Dehradoon,Vikasnagar,Bitter gourd,Other,FAQ,18/09/2025,600,2000,2000
Uttrakhand,Dehradoon,Vikasnagar,Cucumbar(Kheera),Other,FAQ,18/09/2025,500,2000,1000
Uttrakhand,Dehradoon,Vikasnagar,Green Chilli,Other,FAQ,18/09/2025,1200,2500,2500
Uttrakhand,Haridwar,Haridwar Union,Apple,Other,Small,18/09/2025,1200,2500,1800
Uttrakhand,Haridwar,Haridwar Union,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1400,2000,1600
Uttrakhand,Haridwar,Haridwar Union,Onion,Onion,FAQ,18/09/2025,1200,2000,1500
Uttrakhand,Haridwar,Haridwar Union,Papaya,Other,Medium,18/09/2025,1800,2400,2000
Uttrakhand,Haridwar,Haridwar Union,Tomato,Hybrid,FAQ,18/09/2025,2000,2400,2200
Uttrakhand,Haridwar,Manglaur,Guava,Other,Medium,18/09/2025,1500,2000,1600
Uttrakhand,Haridwar,Manglaur,Pomegranate,Other,Medium,18/09/2025,4000,5000,4500
West Bengal,Bankura,Bishnupur(Bankura),Rice,Fine,FAQ,18/09/2025,4300,4500,4400
West Bengal,Bankura,Khatra,Mustard,Mustard,FAQ,18/09/2025,5800,6200,6000
West Bengal,Medinipur(W),Ghatal,Mustard,Yellow (Black),FAQ,18/09/2025,6400,6500,6450
West Bengal,Medinipur(W),Ghatal,Onion,Onion,FAQ,18/09/2025,1800,2000,1900
