state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,Medium,18/09/2025,5600,6000,5800
Kerala,Kottayam,Kottayam,Brinjal,Brinjal,FAQ,18/09/2025,3200,3600,3400
Kerala,Kottayam,Kottayam,Onion,Onion,FAQ,18/09/2025,5000,5600,5400
Kerala,Kottayam,Kuruppanthura,Banana,Palayamthodan,Large,18/09/2025,3500,4000,4000
Kerala,Kottayam,Kuruppanthura,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,4000,4800,4800
Kerala,Kottayam,Kuruppanthura,Coconut,Medium,FAQ,18/09/2025,8000,8000,8000
Kerala,Kottayam,Kuruppanthura,Ginger(Green),Green Ginger,FAQ,18/09/2025,6000,8000,7000
Kerala,Kottayam,Kuruppanthura,Lemon,Lemon,FAQ,18/09/2025,5000,7000,6000
Kerala,Kottayam,Kuruppanthura,Tomato,Tomato,FAQ,18/09/2025,4000,5000,4500
Kerala,Kottayam,Pampady,Banana,Medium,Medium,18/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,4000,5500,4500
Kerala,Kottayam,Pampady,Green Chilli,Green Chilly,FAQ,18/09/2025,4000,5500,4600
Kerala,Kottayam,Pampady,Snakeguard,Other,FAQ,18/09/2025,2500,3500,3000
Kerala,Kozhikode(Calicut),Kallachi,Ashgourd,Ashgourd,FAQ,18/09/2025,1800,2200,2000
Kerala,Kozhikode(Calicut),Kallachi,Cluster beans,Cluster Beans,FAQ,18/09/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,Pumpkin,Pumpkin,FAQ,18/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Snakeguard,Snakeguard,FAQ,18/09/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,Banana - Green,Banana - Green,FAQ,18/09/2025,3900,4100,4000
Kerala,Kozhikode(Calicut),Mukkom,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,2000,2400,2200
Kerala,Kozhikode(Calicut),Mukkom,Grapes,Other,Large,18/09/2025,7500,8500,8000
Kerala,Kozhikode(Calicut),Mukkom,Green Chilli,Green Chilly,FAQ,18/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Mukkom,Onion,Onion,FAQ,18/09/2025,2000,2400,2200
Kerala,Kozhikode(Calicut),Palayam,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,3900,4000,3900
Kerala,Kozhikode(Calicut),Palayam,Green Chilli,Other,FAQ,18/09/2025,3500,3500,3500
Kerala,Kozhikode(Calicut),Palayam,Onion,Other,FAQ,18/09/2025,1700,1800,1700
Kerala,Pathanamthitta,Erath  VFPCK,Snakeguard,Other,FAQ,18/09/2025,700,2500,1200
Kerala,Pathanamthitta,Kuttoor,Elephant Yam (Suran),Other,FAQ,18/09/2025,8600,9000,8800
Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,FAQ,18/09/2025,4000,4800,4500
Kerala,Thirssur,Kodungalloor,Tapioca,Other,FAQ,18/09/2025,2600,3000,2700
Kerala,Thirssur,Nooluvally  VFPCK,Banana,Robusta,Medium,18/09/2025,1000,1500,1331
Kerala,Thiruvananthapuram,PAPPANCHANI VFPCK,Amranthas Red,Chawli Lal,FAQ,18/09/2025,48,50,49
Kerala,Thiruvananthapuram,PAPPANCHANI VFPCK,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,48,50,49
Kerala,Thiruvananthapuram,Parassala,Banana,Nendra Bale,Medium,18/09/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,Medium,18/09/2025,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,FAQ,18/09/2025,3500,3800,3500
Kerala,Thiruvananthapuram,Parassala,Cowpea(Veg),Cowpea (Veg),FAQ,18/09/2025,6000,6200,6000
Kerala,Thiruvananthapuram,Parassala,Tapioca,Tapioca,FAQ,18/09/2025,3000,3200,3000
Kerala,Wayanad,Pulpally,Banana,Other,Medium,18/09/2025,2800,3000,2900
Kerala,Wayanad,Pulpally,Bitter gourd,Other,FAQ,18/09/2025,3100,3300,3200
Kerala,Wayanad,Pulpally,Coffee,Other,FAQ,18/09/2025,22400,22600,22500
Kerala,Wayanad,Pulpally,Ginger(Dry),Other,FAQ,18/09/2025,1250,1450,1350
Kerala,Wayanad,Pulpally,Green Chilli,Other,FAQ,18/09/2025,3600,3800,3700
Kerala,Wayanad,Pulpally,Pepper ungarbled,Other,FAQ,18/09/2025,64500,64700,64600
Kerala,Wayanad,Pulpally,Pumpkin,Other,FAQ,18/09/2025,1100,1300,1200
Madhya Pradesh,Betul,Betul,Maize,Yellow,FAQ,18/09/2025,1990,1999,1995
Madhya Pradesh,Dhar,Dhar,Soyabean,Soyabeen,FAQ,18/09/2025,3050,3050,3050
Madhya Pradesh,Indore,Indore,Wheat,Mill Quality,FAQ,18/09/2025,2528,3135,3135
Madhya Pradesh,Jabalpur,Jabalpur,Paddy(Dhan)(Common),Dhan,FAQ,18/09/2025,1960,2000,2000
Madhya Pradesh,Katni,Katni,Wheat,Mill Quality,Non-FAQ,18/09/2025,2530,2540,2540
Madhya Pradesh,Khargone,Bhikangaon,Green Gram (Moong)(Whole),Green (Whole),FAQ,18/09/2025,5000,5000,5000
Madhya Pradesh,Morena,Jora,Wheat,Mill Quality,Non-FAQ,18/09/2025,2500,2500,2500
Madhya Pradesh,Morena,Sabalgarh(F&V),Potato,Jyoti,FAQ,18/09/2025,600,600,600
Madhya Pradesh,Morena,Sabalgarh(F&V),Tomato,Deshi,Non-FAQ,18/09/2025,2000,2000,2000
Madhya Pradesh,Panna,Pawai,Wheat,Mill Quality,FAQ,18/09/2025,2500,2500,2500
Madhya Pradesh,Ratlam,Ratlam,Green Peas,Pea,FAQ,18/09/2025,4229,4229,4229
Madhya Pradesh,Rewa,Chaakghat,Wheat,Mill Quality,FAQ,18/09/2025,2435,2435,2435
Madhya Pradesh,Rewa,Chaakghat,Wheat,Wheat,FAQ,18/09/2025,2450,2450,2450
Madhya Pradesh,Seoni,Seoni,Wheat,Wheat,Non-FAQ,18/09/2025,2531,2566,2566
Madhya Pradesh,Ujjain,Badnagar,Onion,Onion,FAQ,18/09/2025,400,900,900
Maharashtra,Ahmednagar,Shrirampur,Brinjal,Other,Local,18/09/2025,1500,2500,2000
Maharashtra,Ahmednagar,Shrirampur,Coriander(Leaves),Other,Local,18/09/2025,5,6,5
Maharashtra,Ahmednagar,Shrirampur,Cucumbar(Kheera),Other,Local,18/09/2025,800,1200,1000
Maharashtra,Ahmednagar,Shrirampur,Lime,Other,Local,18/09/2025,2500,3000,2750
Maharashtra,Ahmednagar,Shrirampur,Tomato,Other,Local,18/09/2025,500,1000,750
Maharashtra,Gadchiroli,Armori(Desaiganj),Paddy(Dhan)(Common),Other,FAQ,18/09/2025,2590,2870,2779
Maharashtra,Mumbai,Mumbai,Bitter gourd,Other,Local,18/09/2025,2000,2400,2200
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,Local,18/09/2025,1000,1300,1150
Maharashtra,Mumbai,Mumbai,Coriander(Leaves),Other,Local,18/09/2025,500,1200,850
Maharashtra,Mumbai,Mumbai,French Beans (Frasbean),Other,Local,18/09/2025,3200,3800,3500
Maharashtra,Mumbai,Mumbai,Mango (Raw-Ripe),Other,Local,18/09/2025,6000,7000,6500
Maharashtra,Mumbai,Mumbai,Methi(Leaves),Other,Local,18/09/2025,1000,1500,1250
Maharashtra,Pune,Pune(Pimpri),Cucumbar(Kheera),Other,Local,18/09/2025,1400,1600,1500
Maharashtra,Raigad,Alibagh,Rice,Other,Local,18/09/2025,2500,2700,2600
Maharashtra,Sholapur,Akluj,Cabbage,Other,Local,18/09/2025,500,800,700
Maharashtra,Sholapur,Akluj,Drumstick,Other,Local,18/09/2025,4000,6500,6000
Maharashtra,Sholapur,Akluj,Methi(Leaves),Other,Local,18/09/2025,10,13,12
Maharashtra,Sholapur,Akluj,Ridgeguard(Tori),Other,Local,18/09/2025,2000,3500,3200
Maharashtra,Sholapur,Akluj,Tomato,Local,Local,18/09/2025,800,1600,1300
Odisha,Balasore,Nilagiri,Tomato,Other,Non-FAQ,18/09/2025,2900,3100,3000
Odisha,Bargarh,Godabhaga,Bitter gourd,Other,FAQ,18/09/2025,3200,4000,3500
Odisha,Bargarh,Godabhaga,Little gourd (Kundru),Other,FAQ,18/09/2025,2000,2500,2000
Odisha,Bargarh,Godabhaga,Papaya (Raw),Other,FAQ,18/09/2025,1200,1400,1200
Odisha,Bargarh,Godabhaga,Potato,Other,FAQ,18/09/2025,1900,2000,1900
Odisha,Bargarh,Godabhaga,Pumpkin,Other,FAQ,18/09/2025,1200,1400,1200
Odisha,Boudh,Boudh,Cucumbar(Kheera),Other,FAQ,18/09/2025,3500,4500,4000
Odisha,Boudh,Khunthabandha,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,2500,4000,3500
Odisha,Boudh,Khunthabandha,Cauliflower,Other,FAQ,18/09/2025,5500,6500,6000
Odisha,Boudh,Khunthabandha,Potato,Other,FAQ,18/09/2025,1500,2000,1800
Odisha,Boudh,Khunthabandha,Tomato,Other,FAQ,18/09/2025,1800,2500,2000
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,5000,5500,5200
Odisha,Dhenkanal,Hindol,Onion,Other,Non-FAQ,18/09/2025,2000,2500,2200
Odisha,Dhenkanal,Hindol,Pointed gourd (Parval),Other,FAQ,18/09/2025,5800,6000,5900
Odisha,Sonepur,Dungurapalli,Tomato,Other,Non-FAQ,18/09/2025,3500,4000,4000
Odisha,Sundergarh,Panposh,Brinjal,Other,FAQ,18/09/2025,4000,4500,4200
Odisha,Sundergarh,Panposh,Cabbage,Other,FAQ,18/09/2025,4000,4500,4300
Punjab,Amritsar,Rayya,Raddish,Other,FAQ,18/09/2025,2000,2000,2000
Punjab,Bhatinda,Bhagta Bhai Ka,Onion,Other,FAQ,18/09/2025,2000,2000,2000
Punjab,Gurdaspur,Gurdaspur,Bitter gourd,Other,FAQ,18/09/2025,2500,3000,2700
Punjab,Gurdaspur,Gurdaspur,Capsicum,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Gurdaspur,Gurdaspur,Onion,Other,FAQ,18/09/2025,1600,1800,1700
Punjab,Hoshiarpur,Garh Shankar,Carrot,Carrot,FAQ,18/09/2025,1800,2500,2200
Punjab,Hoshiarpur,Garh Shankar,Cauliflower,Cauliflower,FAQ,18/09/2025,1200,2000,1500
Punjab,Hoshiarpur,Garh Shankar,Tomato,Deshi,Non-FAQ,18/09/2025,1800,2300,2000
Punjab,Hoshiarpur,Mukerian,Bitter gourd,Other,FAQ,18/09/2025,2500,3500,3000
Punjab,Hoshiarpur,Mukerian,Onion,Onion,Non-FAQ,18/09/2025,1500,1700,1600
Punjab,Hoshiarpur,Mukerian,Papaya,Papaya,Medium,18/09/2025,2500,3500,3000
Punjab,Hoshiarpur,Mukerian,Potato,Potato,Non-FAQ,18/09/2025,1200,1400,1300
Punjab,Hoshiarpur,Mukerian,Raddish,Raddish,FAQ,18/09/2025,2500,4500,3500
Punjab,Hoshiarpur,Mukerian(Talwara),Apple,Other,Large,18/09/2025,6000,7000,6500
Punjab,Hoshiarpur,Mukerian(Talwara),Banana,Other,Small,18/09/2025,2200,2600,2400
Punjab,Hoshiarpur,Mukerian(Talwara),Brinjal,Brinjal,FAQ,18/09/2025,2200,2800,2500
Punjab,Hoshiarpur,Mukerian(Talwara),Capsicum,Capsicum,FAQ,18/09/2025,7000,9000,8000
Punjab,Hoshiarpur,Mukerian(Talwara),Cauliflower,Cauliflower,FAQ,18/09/2025,2600,3200,2900
Punjab,Hoshiarpur,Tanda Urmur,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,5000,6000,5500
Punjab,Hoshiarpur,Tanda Urmur,Ginger(Dry),Other,FAQ,18/09/2025,6000,8000,7000
Punjab,Hoshiarpur,Tanda Urmur,Green Chilli,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Hoshiarpur,Tanda Urmur,Onion,Other,FAQ,18/09/2025,1800,2500,2000
Punjab,Hoshiarpur,Tanda Urmur,Pumpkin,Other,FAQ,18/09/2025,1500,2000,1800
Punjab,Hoshiarpur,Tanda Urmur,Tomato,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Jalandhar,Bilga,Onion,Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Raddish,Other,FAQ,18/09/2025,2500,2500,2500
Punjab,Jalandhar,Phillaur(Apra Mandi),Tomato,Other,FAQ,18/09/2025,3000,3000,3000
Punjab,Jalandhar,Shahkot,Green Chilli,Other,FAQ,18/09/2025,1500,1700,1600
Punjab,Ludhiana,Ludhiana,Ashgourd,Other,FAQ,18/09/2025,500,2500,1500
Punjab,Ludhiana,Ludhiana,Beetroot,Other,FAQ,18/09/2025,1000,1800,1300
Punjab,Ludhiana,Ludhiana,Bottle gourd,Other,FAQ,18/09/2025,400,2200,1400
Punjab,Ludhiana,Ludhiana,Cabbage,Other,FAQ,18/09/2025,500,1500,700
Punjab,Ludhiana,Ludhiana,Carrot,Other,FAQ,18/09/2025,800,1400,1000
Punjab,Ludhiana,Ludhiana,Guava,Other,Medium,18/09/2025,1000,2500,1500
Punjab,Ludhiana,Ludhiana,Pear(Marasebu),Other,Medium,18/09/2025,1500,4000,3000
Punjab,Ludhiana,Ludhiana,Pomegranate,Other,Medium,18/09/2025,3000,7000,5000
Punjab,Ludhiana,Ludhiana,Pumpkin,Other,FAQ,18/09/2025,300,700,500
Punjab,Ludhiana,Ludhiana,Ridgeguard(Tori),Other,FAQ,18/09/2025,500,2000,1500
Punjab,Moga,Kot ise Khan,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,1000,1200,1100
Punjab,Moga,Kot ise Khan,Potato,Other,FAQ,18/09/2025,1000,1200,1100
Punjab,Mohali,Kharar,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,3000,4000,3500
Punjab,Mohali,Kharar,Tomato,Tomato,Non-FAQ,18/09/2025,2500,3000,2700
Punjab,Patiala,Patiala,Banana,Banana - Ripe,Medium,18/09/2025,3200,3200,3200
Punjab,Patiala,Patiala,Guava,Guava,Medium,18/09/2025,1500,2000,1800
Punjab,Patiala,Patiala,Papaya,Papaya,Medium,18/09/2025,2800,3200,3000
Punjab,Patiala,Samana,Apple,American,Small,18/09/2025,2500,8000,5000
Punjab,Patiala,Samana,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,3000,4000,3500
Punjab,Sangrur,Ahmedgarh,Tomato,Other,FAQ,18/09/2025,5000,5500,5000
Rajasthan,Beawar,Beawar,Barley (Jau),Other,FAQ,18/09/2025,2500,2600,2550
Rajasthan,Ganganagar,Sriganganagar (F&V),Cauliflower,Other,FAQ,18/09/2025,3800,4200,4000
Rajasthan,Ganganagar,Sriganganagar (F&V),Garlic,Garlic,FAQ,18/09/2025,7300,7700,7500
Rajasthan,Ganganagar,Suratgarh,Onion,1st Sort,FAQ,18/09/2025,1300,1500,1400
Rajasthan,Ganganagar,Suratgarh,Wheat,Other,FAQ,18/09/2025,2550,2756,2575
Rajasthan,Jaipur Rural,Bassi,Potato,Other,Non-FAQ,18/09/2025,2000,2400,2200
Rajasthan,Jaipur Rural,Bassi,Tomato,Other,Non-FAQ,18/09/2025,2600,3000,2800
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan)(Common),Samba Masuri,FAQ,18/09/2025,2320,2320,2320
Uttar Pradesh,Aligarh,Charra,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1400,1450,1425
Uttar Pradesh,Aligarh,Charra,Brinjal,Brinjal,FAQ,18/09/2025,2000,2100,2050
Uttar Pradesh,Aligarh,Charra,Cabbage,Cabbage,FAQ,18/09/2025,2600,2650,2625
Uttar Pradesh,Aligarh,Charra,Maize,Hybrid,FAQ,18/09/2025,2000,2100,2050
Uttar Pradesh,Aligarh,Charra,Wheat,Dara,FAQ,18/09/2025,2530,2550,2540
Uttar Pradesh,Aligarh,Khair,Banana,Banana - Ripe,Small,18/09/2025,1200,1600,1400
Uttar Pradesh,Aligarh,Khair,Wheat,Dara,Non-FAQ,18/09/2025,2500,2600,2540
Uttar Pradesh,Badaun,Visoli,Potato,Desi,FAQ,18/09/2025,700,700,700
Uttar Pradesh,Badaun,Wazirganj,Onion,Red,FAQ,18/09/2025,1375,1420,1400
Uttar Pradesh,Badaun,Wazirganj,Wheat,Dara,FAQ,18/09/2025,2525,2600,2550
Uttar Pradesh,Balrampur,Panchpedwa,Banana - Green,Banana - Green,FAQ,18/09/2025,1400,1600,1500
Uttar Pradesh,Bijnor,Haldaur,Gur(Jaggery),Pathari,FAQ,18/09/2025,4000,4200,4100
Uttar Pradesh,Bulandshahar,Gulavati,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,2100,2300,2200
Uttar Pradesh,Bulandshahar,Gulavati,Brinjal,Other,FAQ,18/09/2025,700,900,800
Uttar Pradesh,Bulandshahar,Gulavati,Potato,Desi,FAQ,18/09/2025,1200,1400,1300
Uttar Pradesh,Bulandshahar,Gulavati,Pumpkin,Other,FAQ,18/09/2025,750,850,800
Uttar Pradesh,Bulandshahar,Sikarpur,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,900,1050,1000
Uttar Pradesh,Bulandshahar,Sikarpur,Brinjal,Round/Long,FAQ,18/09/2025,1000,1200,1100
Uttar Pradesh,Bulandshahar,Sikarpur,Cauliflower,Cauliflower,FAQ,18/09/2025,2400,2600,2500
Uttar Pradesh,Bulandshahar,Sikarpur,Ginger(Green),Green Ginger,FAQ,18/09/2025,3800,4000,3900
Uttar Pradesh,Fatehpur,Fatehpur,Onion,Red,FAQ,18/09/2025,1285,1450,1365
Uttar Pradesh,Fatehpur,Fatehpur,Potato,Desi,FAQ,18/09/2025,820,1015,925
Uttar Pradesh,Fatehpur,Fatehpur,Tomato,Deshi,FAQ,18/09/2025,2480,2660,2570
Uttar Pradesh,Fatehpur,Khaga,Tomato,Hybrid,FAQ,18/09/2025,2260,2500,2400
Uttar Pradesh,Hathras,Shadabad,Tomato,Deshi,FAQ,18/09/2025,2500,2600,2550
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Garlic,Average,FAQ,18/09/2025,6085,6285,6185
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Lentil (Masur)(Whole),Kala Masoor New,FAQ,18/09/2025,6885,7085,6985
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Pumpkin,Pumpkin,FAQ,18/09/2025,1285,1485,1385
Uttar Pradesh,Jaunpur,Mugrabaadshahpur,Rice,Common,FAQ,18/09/2025,3355,3555,3455
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,2100,2160,2130
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Lemon,Lemon,FAQ,18/09/2025,4500,4600,4550
Uttar Pradesh,Maharajganj,Anandnagar,Onion,Red,FAQ,18/09/2025,1800,2200,2000
Uttar Pradesh,Maharajganj,Anandnagar,Rice,III,FAQ,18/09/2025,2800,3200,3000
Uttar Pradesh,Maharajganj,Anandnagar,Tomato,Deshi,FAQ,18/09/2025,2400,2800,2600
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,900,1100,1000
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Tomato,Hybrid,FAQ,18/09/2025,2000,2200,2100
Uttar Pradesh,Saharanpur,Gangoh,Garlic,Garlic,FAQ,18/09/2025,4000,4800,4500
Uttar Pradesh,Saharanpur,Gangoh,Pumpkin,Pumpkin,FAQ,18/09/2025,1400,1600,1500
Uttar Pradesh,Saharanpur,Gangoh,Tomato,Deshi,FAQ,18/09/2025,1500,2000,1800
Uttar Pradesh,Shamli,Kairana,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1300,1400,1350
Uttar Pradesh,Shamli,Kairana,Ginger(Green),Green Ginger,FAQ,18/09/2025,4100,4200,4150
Uttar Pradesh,Shamli,Kairana,Pumpkin,Pumpkin,FAQ,18/09/2025,800,900,850
Uttar Pradesh,Shravasti,Payagpur,Garlic,Average,FAQ,18/09/2025,4800,5000,4900
Uttar Pradesh,Unnao,Bangarmau,Potato,Desi,FAQ,18/09/2025,1070,1170,1120
Uttrakhand,Dehradoon,Vikasnagar,Onion,Other,Non-FAQ,18/09/2025,900,1200,1200
Uttrakhand,Dehradoon,Vikasnagar,Potato,Other,Non-FAQ,18/09/2025,700,1500,1500
Uttrakhand,Haridwar,Haridwar Union,Apple,Other,Medium,18/09/2025,3000,7500,4500
Uttrakhand,Haridwar,Haridwar Union,Banana,Other,Medium,18/09/2025,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Capsicum,Capsicum,FAQ,18/09/2025,2500,4000,3000
Uttrakhand,Haridwar,Haridwar Union,Mousambi(Sweet Lime),Mousambi,Medium,18/09/2025,2500,3500,3000
Uttrakhand,Haridwar,Manglaur,Apple,Other,Medium,18/09/2025,2500,4000,3000
Uttrakhand,Haridwar,Manglaur,Potato,Other,FAQ,18/09/2025,900,1300,1200
West Bengal,Bankura,Bishnupur(Bankura),Brinjal,Brinjal,FAQ,18/09/2025,3500,4600,4000
West Bengal,Bankura,Bishnupur(Bankura),Onion,Nasik,Non-FAQ,18/09/2025,1500,2000,1800
West Bengal,Bankura,Bishnupur(Bankura),Wheat,Sonalika,Non-FAQ,18/09/2025,2800,3200,3000
West Bengal,Bankura,Khatra,Paddy(Dhan)(Common),Swarna Masuri (New),FAQ,18/09/2025,2250,2400,2300
West Bengal,Bankura,Khatra,Sweet Pumpkin,Sweet Pumpkin,FAQ,18/09/2025,2000,2600,2500
West Bengal,Medinipur(W),Ghatal,Carrot,Carrot,FAQ,18/09/2025,4400,4600,4500
West Bengal,Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,18/09/2025,2300,2350,2320
West Bengal,Medinipur(W),Ghatal,Pumpkin,Other,FAQ,18/09/2025,1800,2000,1900
Andhra Pradesh,East Godavari,Ravulapelem,Banana,Karpura,Large,18/09/2025,1700,2400,2200
Bihar,Banka,Barahat,Onion,Medium,FAQ,18/09/2025,2300,2800,2500
Bihar,Madhubani,Jainagar,Onion,Medium,FAQ,18/09/2025,2400,2600,2500
Gujarat,Amreli,Damnagar,Cauliflower,Cauliflower,FAQ,18/09/2025,1650,2550,2200
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,18/09/2025,2550,3550,3250
Gujarat,Amreli,Damnagar,Green Chilli,Green Chilly,FAQ,18/09/2025,1250,2050,1800
Gujarat,Amreli,Damnagar,Tomato,Local,Non-FAQ,18/09/2025,1250,2050,1800
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,18/09/2025,1800,2200,2000
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,18/09/2025,3100,3500,3300
Gujarat,Chhota Udaipur,Bodeliu,Cotton,Shanker 6 (B) 30mm FIne,FAQ,18/09/2025,6860,7050,6940
Gujarat,Devbhumi Dwarka,Bhanvad,Soyabean,Soyabeen,Non-FAQ,18/09/2025,3500,4000,3600
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Gram Raw(Chholia),Other,FAQ,18/09/2025,5000,7500,6000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Ridgeguard(Tori),Other,FAQ,18/09/2025,3000,5000,3000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Tomato,Other,FAQ,18/09/2025,1500,1500,1500
Gujarat,Narmada,Rajpipla,Banana,Other,Large,18/09/2025,1500,2475,2010
Gujarat,Rajkot,Dhoraji,Bengal Gram(Gram)(Whole),Desi (Whole),Non-FAQ,18/09/2025,4250,5080,5080
Gujarat,Rajkot,Dhoraji,Wheat,Lokwan,Non-FAQ,18/09/2025,2455,2645,2605
Gujarat,Rajkot,Gondal(Veg.market Gondal),Cauliflower,Cauliflower,FAQ,18/09/2025,800,2200,1500
Gujarat,Rajkot,Gondal(Veg.market Gondal),Potato,Potato,FAQ,18/09/2025,200,300,250
Gujarat,Rajkot,Gondal(Veg.market Gondal),Tomato,Tomato,FAQ,18/09/2025,500,2600,1550
Gujarat,Sabarkantha,Meghraj,Wheat,Other,FAQ,18/09/2025,2500,2600,2600
Gujarat,Sabarkantha,Modasa,Soyabean,Yellow,Non-FAQ,18/09/2025,4100,4250,4250
Gujarat,Sabarkantha,Modasa(Tintoi),Maize,Hybrid Red (Cattle Feed),Non-FAQ,18/09/2025,2050,2200,2200
Gujarat,Surat,Surat,Cowpea(Veg),Other,FAQ,18/09/2025,6000,10500,8250
Gujarat,Surat,Surat,Green Chilli,Other,FAQ,18/09/2025,1300,2300,1800
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,18/09/2025,3000,7500,5250
Gujarat,Surat,Surat,Pegeon Pea (Arhar Fali),Other,FAQ,18/09/2025,6500,11500,9000
Gujarat,Surat,Surat,Sponge gourd,Other,FAQ,18/09/2025,2000,4000,3000
Gujarat,Surat,Surat,Turmeric (raw),Other,FAQ,18/09/2025,5000,11500,8250
Gujarat,Surat,Surat,Yam (Ratalu),Other,FAQ,18/09/2025,6000,20000,13000
Gujarat,Valsad,Chikli(Khorgam),Bottle gourd,Other,FAQ,18/09/2025,2000,2750,2375
Haryana,Hissar,Barwala(Hisar),Green Chilli,Green Chilly,FAQ,18/09/2025,1800,2000,1900
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,18/09/2025,800,1000,900
Haryana,Hissar,Hansi,Cucumbar(Kheera),Other,FAQ,18/09/2025,2000,4000,3000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,18/09/2025,4000,6000,5000
Haryana,Kaithal,Dhand,Apple,Other,Medium,18/09/2025,6000,6200,6160
Haryana,Kaithal,Dhand,Onion,Other,FAQ,18/09/2025,1500,2000,1950
Haryana,Kurukshetra,Pehowa,Potato,Other,FAQ,18/09/2025,1200,1420,1300
Haryana,Kurukshetra,Pehowa,Tomato,Other,FAQ,18/09/2025,1400,1650,1560
Haryana,Mahendragarh-Narnaul,Narnaul,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,2000,3500,3500
Haryana,Mahendragarh-Narnaul,Narnaul,Chikoos(Sapota),Sapota,Medium,18/09/2025,5000,5000,5000
Haryana,Mahendragarh-Narnaul,Narnaul,Green Chilli,Green Chilly,FAQ,18/09/2025,2000,4000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Lemon,Lemon,FAQ,18/09/2025,3000,4000,4000
Haryana,Mewat,Punhana,Tomato,Other,FAQ,18/09/2025,2500,3000,2800
Haryana,Panipat,Panipat,Banana,Other,Medium,18/09/2025,2000,2400,2200
Haryana,Panipat,Panipat,Cabbage,Other,FAQ,18/09/2025,800,1200,1000
Haryana,Panipat,Panipat,Chikoos(Sapota),Other,Medium,18/09/2025,3000,3400,3200
Haryana,Panipat,Panipat,Cucumbar(Kheera),Other,FAQ,18/09/2025,800,2000,1400
Haryana,Rewari,Kosli,Tomato,Other,FAQ,18/09/2025,3000,3000,3000
Haryana,Rewari,Rewari,Apple,Apple,Medium,18/09/2025,4000,14000,9000
Haryana,Rewari,Rewari,Potato,Other,Non-FAQ,18/09/2025,1000,1500,1250
